1.0817,0.066517,0.0081784,1
1.1206,0.1296,0.15938,1
1.0563,0.012007,0.026296,1
1.0278,0.0061305,0.13125,1
1.1728,0.015689,0.17385,1
1.1424,0.11967,0.0027309,1
1.1922,0.19752,0.050494,1
1.056,0.16045,0.073612,1
1.1907,0.017198,0.097894,1
1.1986,0.11222,0.14141,1
1.0238,0.16387,0.14353,1
1.1387,0.11427,0.16535,1
1.0721,0.084486,0.17148,1
1.0139,0.12398,0.034168,1
1.1972,0.047678,0.17969,1
1.1734,0.13202,0.11228,1
1.0627,0.065672,0.18874,1
1.014,0.072088,0.086095,1
1.0057,0.057425,0.044665,1
1.0326,0.13081,0.18156,1
1.1513,0.20267,0.016898,1
1.0403,0.03143,0.18822,1
1.1095,0.17037,0.10858,1
1.0224,0.18603,0.019207,1
1.1444,0.095327,0.13715,1
1.1595,0.052032,0.092356,1
1.1159,0.053177,0.049702,1
1.1077,0.10572,0.17501,1
1.1684,0.096706,0.095131,1
1.0598,0.19177,0.18342,1
1.0846,0.20928,0.12745,1
1.0841,0.16036,0.12051,1
1.1557,0.17482,0.048311,1
1.0167,0.16077,0.07036,1
1.0173,0.14628,0.055531,1
1.0214,0.19049,0.10734,1
1.1233,0.047403,0.10346,1
0.99943,0.18442,0.0011352,1
1.1435,0.15039,0.19119,1
1.1372,0.062367,0.11224,1
1.0342,0.22811,0.01355,1
1.1572,0.22706,0.17335,1
1.1596,0.25035,0.095656,1
1.0674,0.094987,0.094427,1
1.1629,0.063216,0.036567,1
1.1436,0.21703,0.16625,1
1.0986,0.23937,0.0045782,1
1.0845,0.12759,0.1207,1
1.1386,0.0998,0.1869,1
1.0822,0.10134,0.098136,1
1.1312,0.068893,0.027616,1
1.0635,0.10368,0.025659,1
1.0546,0.1466,0.12469,1
1.0826,0.12503,0.13783,1
1.059,0.22582,0.073688,1
1.0002,0.2558,0.065111,1
1.0826,0.091428,0.10985,1
1.1487,0.18862,0.016867,1
1.1021,0.19285,0.039393,1
1.1697,0.26967,0.14936,1
1.0449,0.1666,0.11519,1
1.1089,0.21232,0.073784,1
1.162,0.23238,0.0038694,1
1.0051,0.099483,0.12462,1
1.0592,0.10217,0.16087,1
1.1428,0.18001,0.056915,1
1.0876,0.2566,0.088858,1
1.1636,0.088465,0.19432,1
1.1021,0.2412,0.15038,1
1.0932,0.12594,0.066833,1
1.0039,0.1813,0.15941,1
1.0302,0.14571,0.022083,1
1.1242,0.16841,0.14611,1
1.0381,0.24618,0.062106,1
1.0644,0.13418,0.034309,1
1.0343,0.15395,0.0060381,1
1.1218,0.20594,0.11014,1
1.1801,0.26604,0.11022,1
1.166,0.29666,0.069364,1
1.0352,0.18562,0.066803,1
1.0192,0.27086,0.060901,1
1.171,0.21286,0.077401,1
1.0381,0.14869,0.061183,1
1.1142,0.19574,0.074005,1
1.1563,0.29512,0.11972,1
1.1052,0.12136,0.12651,1
1.0758,0.18093,0.049325,1
1.0849,0.23601,0.017516,1
1.1678,0.16776,0.13723,1
1.0081,0.12973,0.18501,1
1.1895,0.25409,0.012256,1
1.1031,0.16341,0.11293,1
1.1827,0.30648,0.012823,1
1.0064,0.2162,0.060288,1
1.0538,0.2063,0.13707,1
1.045,0.23676,0.18749,1
1.0055,0.20802,0.13758,1
1.1636,0.26923,0.01143,1
1.02,0.23753,0.1484,1
1.0277,0.3214,0.051007,1
1.007,0.28032,0.10094,1
1.1265,0.18779,0.0048148,1
1.0065,0.29076,0.11202,1
1.1827,0.28775,0.11832,1
1.1855,0.21914,0.14979,1
1.0745,0.16265,0.15338,1
1.1554,0.26519,0.050561,1
1.0963,0.32688,0.080857,1
1.1469,0.32831,0.065946,1
1.063,0.27888,0.10584,1
1.1531,0.14272,0.12103,1
1.0708,0.24661,0.12923,1
1.1558,0.18037,0.021254,1
1.1557,0.1418,0.023781,1
1.1341,0.22811,0.093479,1
1.0498,0.30125,0.17557,1
1.0198,0.33574,0.16912,1
1.1692,0.24536,0.08223,1
1.0474,0.22676,0.13657,1
1.024,0.207,0.080623,1
1.1057,0.25688,0.024746,1
1.0234,0.24396,0.14316,1
1.001,0.23367,0.12687,1
1.0604,0.23203,0.042644,1
1.0828,0.18633,0.053358,1
1.1609,0.2172,0.16935,1
1.0344,0.33557,0.08592,1
1.0994,0.34211,0.041222,1
0.99807,0.34735,0.074562,1
1.0738,0.36037,0.027896,1
1.0307,0.3225,0.1267,1
1.1021,0.1925,0.072451,1
1.184,0.28711,0.18068,1
1.0137,0.33973,0.040034,1
1.1764,0.21986,0.12631,1
1.1205,0.21254,0.16788,1
1.075,0.36135,0.0357,1
1.0273,0.27472,0.14065,1
1.0484,0.35356,0.1195,1
1.078,0.29059,0.034971,1
1.0607,0.2335,0.061018,1
1.019,0.32177,0.10719,1
1.1794,0.32375,0.18984,1
1.0447,0.37005,0.18224,1
1.1324,0.35026,0.14394,1
1.1414,0.29077,0.051443,1
1.0005,0.28025,0.020882,1
1.0839,0.30578,0.050959,1
1.0269,0.35915,0.0054618,1
1.1027,0.35996,0.13429,1
1.0038,0.23742,0.17227,1
1.0735,0.26746,0.051057,1
1.0619,0.34421,0.056133,1
1.1165,0.23396,0.17792,1
0.99135,0.37662,0.19621,1
1.0126,0.29948,0.12599,1
1.1121,0.39083,0.0039978,1
1.0119,0.36013,0.087833,1
1.113,0.2277,0.1892,1
1.14,0.33434,0.030115,1
1.0039,0.20345,0.054927,1
0.98671,0.206,0.020236,1
1.1021,0.20516,0.14619,1
