1.1338,0.19445,0.13154,1
1.0127,0.0589,0.025515,1
1.0129,0.19341,0.1662,1
1.1407,0.17991,0.15395,1
1.0908,0.13934,0.12223,1
1.0494,0.092794,0.15533,1
1.1734,0.1853,0.12078,1
1.1243,0.13098,0.17187,1
1.0925,0.18136,0.10015,1
1.069,0.080739,0.19956,1
1.0114,0.19521,0.098651,1
1.1068,0.19083,0.15948,1
1.0783,0.059301,0.12085,1
1.0494,0.044877,0.081954,1
1.0109,0.16766,0.07256,1
1.082,0.032273,0.10483,1
1.0523,0.087561,0.12596,1
1.1517,0.21974,0.004611,1
1.1994,0.1085,0.028425,1
1.0157,0.12726,0.18643,1
1.1555,0.18885,0.042879,1
1.0791,0.037048,0.081506,1
1.1616,0.21858,0.12391,1
1.1273,0.22793,0.18031,1
1.1317,0.13948,0.03763,1
1.0618,0.031875,0.11221,1
1.1146,0.05843,0.18376,1
1.1926,0.22505,0.11387,1
1.0424,0.091123,0.12728,1
1.0219,0.13343,0.17473,1
1.0175,0.077763,0.021683,1
1.1122,0.1362,0.14854,1
1.0284,0.18346,0.19459,1
1.1066,0.064814,0.11474,1
1.0545,0.23405,0.19767,1
1.1095,0.20525,0.012484,1
1.0953,0.17399,0.065,1
1.0915,0.15839,0.18059,1
1.1246,0.18505,0.071125,1
1.0845,0.11367,0.12113,1
1.0458,0.070577,0.034591,1
1.0185,0.13595,0.11774,1
1.1546,0.15705,0.1357,1
1.1278,0.24011,0.019744,1
1.0408,0.21784,0.070254,1
1.1277,0.22112,0.016572,1
1.1231,0.091962,0.03849,1
1.0636,0.22592,0.19025,1
1.0093,0.069631,0.11179,1
1.0608,0.21168,0.15826,1
1.0975,0.076021,0.027291,1
1.0187,0.077984,0.021614,1
1.1171,0.088902,0.17205,1
1.0007,0.10768,0.13438,1
1.1905,0.19587,0.006468,1
1.0955,0.17862,0.13605,1
1.1292,0.2411,0.063421,1
1.104,0.22025,0.09586,1
1.1557,0.13529,0.054709,1
1.003,0.17945,0.012608,1
1.1688,0.23094,0.040125,1
1.1737,0.23384,0.032207,1
1.1124,0.26322,0.13866,1
1.1187,0.23048,0.06361,1
1.1534,0.19196,0.14684,1
1.1854,0.15152,0.1971,1
1.1702,0.17679,0.11673,1
1.0573,0.18246,0.063648,1
1.0389,0.23825,0.067763,1
1.1578,0.1942,0.034155,1
1.1058,0.22795,0.11128,1
1.1366,0.1848,0.10713,1
1.0684,0.19347,0.1039,1
1.149,0.28793,0.17164,1
1.0929,0.2049,0.098431,1
1.0692,0.24595,0.009038,1
1.0803,0.27724,0.084644,1
1.0003,0.10233,0.014716,1
1.0504,0.28818,0.070668,1
1.1543,0.25717,0.092454,1
1.0528,0.14821,0.056456,1
1.0754,0.27525,0.032953,1
1.0465,0.20468,0.18666,1
1.127,0.11364,0.18723,1
1.0257,0.26423,0.098603,1
1.1904,0.1705,0.16036,1
1.1271,0.28569,0.18448,1
1.0007,0.27579,0.098636,1
1.0089,0.12977,0.030905,1
1.0998,0.12609,0.00656,1
1.124,0.21676,0.063843,1
1.191,0.18969,0.15142,1
1.1918,0.29115,0.14611,1
1.1185,0.2717,0.059118,1
1.0355,0.2707,0.061496,1
0.99647,0.21255,0.073852,1
1.111,0.31484,0.10944,1
1.008,0.23526,0.050734,1
1.1635,0.22929,0.071601,1
1.1663,0.22945,0.004232,1
1.0086,0.21864,0.19334,1
1.1446,0.29223,0.1468,1
1.0006,0.30204,0.18777,1
0.99516,0.17011,0.10745,1
1.1363,0.31202,0.19239,1
1.0401,0.23766,0.17411,1
1.0543,0.20403,0.11179,1
1,0.27695,0.19667,1
1.0517,0.25368,0.041981,1
1.0742,0.18985,0.019543,1
1.1893,0.16114,0.11028,1
1.0432,0.19919,0.088733,1
1.07,0.17131,0.048218,1
1.0101,0.32462,0.037164,1
0.99495,0.14849,0.032226,1
1.1345,0.34336,0.15142,1
1.0349,0.33226,0.15479,1
1.1848,0.2724,0.16654,1
1.1059,0.25295,0.15917,1
0.99976,0.22735,0.059044,1
1.0861,0.26683,0.10745,1
1.1423,0.28515,0.13123,1
1.1771,0.18806,0.11618,1
1.0607,0.17363,0.11525,1
1.0106,0.20408,0.050345,1
1.1119,0.28991,0.090783,1
1.0216,0.2659,0.048144,1
1.1172,0.34983,0.098683,1
1.1465,0.29361,0.011718,1
1.1453,0.27305,0.182,1
1.1082,0.19235,0.043424,1
1.1352,0.29301,0.018564,1
1.1372,0.19808,0.009238,1
1.1818,0.29059,0.19207,1
1.0423,0.19748,0.16297,1
1.0124,0.30171,0.017122,1
1.1017,0.27526,0.053211,1
1.1845,0.24698,0.18541,1
1.0995,0.27386,0.005587,1
1.084,0.29712,0.054017,1
1.0336,0.31269,0.16521,1
1.0121,0.29069,0.19777,1
1.0775,0.28148,0.060799,1
1.0066,0.23148,0.19758,1
1.1286,0.26394,0.1345,1
1.1607,0.36504,0.19086,1
0.98942,0.19906,0.015983,1
1.1009,0.30228,0.18556,1
1.1502,0.37887,0.005095,1
1.0926,0.3403,0.19354,1
1.1284,0.24879,0.042108,1
1.1164,0.21852,0.069687,1
1.1048,0.28421,0.066417,1
1.088,0.30235,0.12944,1
1.0271,0.24927,0.089515,1
1.1666,0.20398,0.10832,1
1.0728,0.32868,0.022229,1
1.1539,0.34413,0.18185,1
0.99899,0.26218,0.10828,1
1.0602,0.23483,0.089888,1
1.0643,0.38514,0.018064,1
0.9871,0.36424,0.18168,1
1.0195,0.35087,0.094426,1
1.0032,0.28398,0.080607,1
1.007,0.28557,0.14765,1
1.031,0.29486,0.18692,1
0.99592,0.27323,0.16077,1
0.98934,0.307,0.12852,1
1.0571,0.30536,0.17339,1
1.1205,0.32043,0.12236,1
1.0874,0.31888,0.004779,1
1.02,0.28629,0.16182,1
1.1352,0.37551,0.027508,1
1.0037,0.24262,0.018252,1
1.1105,0.25414,0.018766,1
1.0484,0.21819,0.15146,1
1.0177,0.36154,0.028125,1
1.0003,0.22887,0.001381,1
1.1049,0.29384,0.011698,1
1.0702,0.36708,0.18578,1
0.97857,0.41248,0.18047,1
1.0448,0.31806,0.098711,1
1.0468,0.23373,0.059085,1
1.0504,0.35917,0.062201,1
1.0636,0.32221,0.10808,1
1.0859,0.35638,0.034267,1
1.0865,0.27979,0.049371,1
1.135,0.33833,0.024224,1
1.1569,0.26696,0.18657,1
1.1688,0.36168,0.025107,1
1.1391,0.27653,0.16477,1
1.0671,0.2506,0.10143,1
1.0648,0.36406,0.102,1
1.0723,0.3247,0.15896,1
1.1024,0.32594,0.028085,1
1.1686,0.33969,0.035746,1
1.0516,0.24542,0.1684,1
1.126,0.41257,0.084772,1
1.0496,0.27062,0.010507,1
1.0814,0.43245,0.049627,1
1.0416,0.43939,0.14964,1
1.1238,0.34031,0.16748,1
0.9962,0.3906,0.046706,1
0.99249,0.26443,0.099629,1
1.017,0.3136,0.14902,1
1.0439,0.40615,0.082018,1
1.0357,0.38081,0.006602,1
1.0196,0.39991,0.14562,1
1.0877,0.30982,0.008372,1
1.0473,0.41551,0.10117,1
1.1177,0.27972,0.17876,1
